,Name,Franchise,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,playtime,metacritic,rating,exceptional,recommended,meh,skip,esrb_rating
10312,Farming Simulator 2013,FarmingSimulator,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.8,0.0,0.18,4.0,71.3529411764706,3.37,4.0,19.0,5.0,7.0,Mature
10313,Farming Simulator 2013,FarmingSimulator,X360,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03,4.0,71.3529411764706,3.37,4.0,19.0,5.0,7.0,Mature
10314,Farming Simulator 2013,FarmingSimulator,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.04,4.0,71.3529411764706,3.37,4.0,19.0,5.0,7.0,Mature
10315,Cities XL 2011,No Franchise,PC,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,3.0,70.0,3.5,1.0,4.0,2.0,1.0,Everyone
10316,Farming Simulator 2014,FarmingSimulator,PSV,2014.0,Simulation,Focus Home Interactive,0.01,0.0,0.0,0.0,4.0,71.3529411764706,3.37,4.0,19.0,5.0,7.0,Mature
10317,Blood Bowl,No Franchise,X360,2009.0,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,25.0,65.0,2.69,0.0,4.0,5.0,4.0,Teen
10318,Blood Bowl,No Franchise,PC,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,25.0,65.0,2.69,0.0,4.0,5.0,4.0,Teen
10319,Tour de France 2014,No Franchise,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,18.57699805068226,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10320,Tour de France 2014,No Franchise,PS3,2014.0,Sports,Focus Home Interactive,0.0,0.02,0.0,0.0,18.57699805068226,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10321,Angry Birds,AngryBirds,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,4.0,80.0,3.86,29.0,119.0,41.0,5.0,Mature
10322,Mystery Case Files: Ravenhearst,No Franchise,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,3.5126050420168067,71.3529411764706,3.37,0.0,2.0,1.0,0.0,Mature
10323,Mystery Trackers: The Void,No Franchise,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,3.5126050420168067,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10324,Puppet Show 3: Lost Town,No Franchise,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,3.5126050420168067,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10325,Bejeweled 2 Deluxe,No Franchise,PC,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,2.0,71.3529411764706,3.5,3.0,7.0,1.0,3.0,Mature
10326,Sherlock Holmes: The Mystery of the Mummy,SherlockHolmes,DS,2009.0,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,1.0,61.0,3.12,2.0,12.0,13.0,6.0,Mature
10327,Sherlock Holmes: Crimes & Punishments,SherlockHolmes,PS4,2014.0,Adventure,Focus Home Interactive,0.08,0.14,0.0,0.05,8.0,77.0,3.94,70.0,239.0,48.0,15.0,Mature
10328,The Testament of Sherlock Holmes,No Franchise,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,4.0,73.0,3.53,14.0,80.0,37.0,15.0,Mature
10329,Sherlock Holmes and the Mystery of Osborne House,SherlockHolmes,DS,2010.0,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,5.423611111111111,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10330,Sherlock Holmes vs. Jack the Ripper,SherlockHolmes,X360,2009.0,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01,5.423611111111111,71.3529411764706,3.88,2.0,10.0,4.0,0.0,Mature
10331,Sherlock Holmes: Crimes & Punishments,SherlockHolmes,XOne,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,8.0,77.0,3.94,70.0,239.0,48.0,15.0,Mature
10332,Sherlock Holmes: Crimes & Punishments,SherlockHolmes,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,8.0,77.0,3.94,70.0,239.0,48.0,15.0,Mature
10333,The Testament of Sherlock Holmes,No Franchise,PC,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,4.0,73.0,3.53,14.0,80.0,37.0,15.0,Mature
10334,Sherlock Holmes: Crimes & Punishments,SherlockHolmes,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,8.0,77.0,3.94,70.0,239.0,48.0,15.0,Mature
10335,The Next BIG Thing,No Franchise,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,5.423611111111111,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10336,"Murder, She Wrote",No Franchise,PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,5.423611111111111,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10337,Sherlock Holmes: Crimes & Punishments,SherlockHolmes,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,8.0,77.0,3.94,70.0,239.0,48.0,15.0,Mature
10338,Runaway: A Twist of Fate,No Franchise,PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,4.0,79.0,3.98,15.0,39.0,7.0,3.0,Teen
10339,Sherlock Holmes: Secret of The Silver Earring,SherlockHolmes,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,2.0,68.0,3.17,2.0,17.0,15.0,7.0,Teen
10340,Hallowed Legends: Samhain,No Franchise,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,5.423611111111111,71.3529411764706,3.37,0.0,2.0,0.0,0.0,Mature
10341,The Testament of Sherlock Holmes,No Franchise,X360,2012.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,4.0,73.0,3.53,14.0,80.0,37.0,15.0,Mature
10342,Cities XL 2012,No Franchise,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,4.628205128205129,71.3529411764706,3.37,0.0,0.0,0.0,0.0,Mature
10343,Act of Aggression,No Franchise,PC,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,3.0,71.0,3.0,1.0,4.0,4.0,3.0,Mature
10344,Trine 2,No Franchise,WiiU,2012.0,Platform,Atlus,0.0,0.03,0.0,0.0,3.0,80.06666666666666,3.95,62.0,174.0,51.0,9.0,Everyone 10+
10345,High Velocity: Mountain Racing Challenge,No Franchise,SAT,1995.0,Racing,Atlus,0.0,0.0,0.12,0.0,7.3578680203045685,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10346,Gunbird,No Franchise,SAT,1995.0,Shooter,Atlus,0.0,0.0,0.06,0.0,5.608695652173913,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10347,Strikers 1945,No Franchise,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0,5.608695652173913,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10348,River City Ransom EX,No Franchise,GBA,2004.0,Action,Atlus,0.05,0.02,0.0,0.0,8.772424017790957,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10349,Ontamarama,No Franchise,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,8.772424017790957,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10350,Double Dragon Advance,No Franchise,GBA,2003.0,Action,Atlus,0.03,0.01,0.0,0.0,5.0,80.06666666666666,3.8,18.0,100.0,28.0,7.0,Teen
10351,Persona,Persona,PS,1995.0,Role-Playing,Atlus,0.0,0.0,0.42,0.03,14.106573705179283,78.0,3.5,2.0,12.0,3.0,3.0,Teen
10352,Shin Megami Tensei: Devil Summoner,ShinMegamiTensei,SAT,1995.0,Role-Playing,Atlus,0.0,0.0,0.38,0.0,14.106573705179283,80.06666666666666,4.0,1.0,2.0,0.0,2.0,Teen
10353,Etrian Odyssey IV: Legends of the Titans,No Franchise,3DS,2012.0,Role-Playing,Atlus,0.12,0.05,0.2,0.01,14.106573705179283,84.0,4.0,1.0,7.0,1.0,0.0,Teen
10354,Shin Megami Tensei II,ShinMegamiTensei,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.37,0.0,14.106573705179283,80.06666666666666,4.33,7.0,4.0,0.0,1.0,Teen
10355,Persona 2: Eternal Punishment,Persona,PS,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,14.106573705179283,83.0,4.3,24.0,12.0,5.0,2.0,Teen
10356,Radiant Historia,No Franchise,DS,2010.0,Role-Playing,Atlus,0.24,0.0,0.09,0.02,14.106573705179283,80.06666666666666,4.33,2.0,4.0,0.0,0.0,Teen
10357,Etrian Odyssey III: The Drowned City,No Franchise,DS,2010.0,Role-Playing,Atlus,0.13,0.0,0.19,0.01,14.106573705179283,77.0,4.0,2.0,2.0,1.0,0.0,Teen
10358,Shin Megami Tensei: Devil Summoner - Soul Hackers,ShinMegamiTensei,SAT,1997.0,Role-Playing,Atlus,0.0,0.0,0.31,0.0,14.106573705179283,74.0,4.39,10.0,12.0,1.0,0.0,Mature
10359,Shin Megami Tensei: Persona 2: Innocent Sin,ShinMegamiTensei,PSP,2011.0,Role-Playing,Atlus,0.13,0.03,0.11,0.03,14.106573705179283,75.0,4.31,35.0,20.0,6.0,3.0,Teen
10360,Shin Megami Tensei: Devil Summoner - Soul Hackers,ShinMegamiTensei,3DS,2012.0,Role-Playing,Atlus,0.13,0.02,0.14,0.01,14.106573705179283,74.0,4.39,10.0,12.0,1.0,0.0,Mature
10361,Shin Megami Tensei: Strange Journey,ShinMegamiTensei,DS,2009.0,Role-Playing,Atlus,0.14,0.0,0.14,0.01,14.106573705179283,80.0,4.29,9.0,6.0,1.0,1.0,Mature
10362,Etrian Odyssey II: Heroes of Lagaard,No Franchise,DS,2008.0,Role-Playing,Atlus,0.1,0.0,0.16,0.01,14.106573705179283,82.0,3.83,1.0,3.0,2.0,0.0,Everyone 10+
10363,Shin Megami Tensei: Devil Survivor,ShinMegamiTensei,DS,2009.0,Role-Playing,Atlus,0.14,0.0,0.12,0.01,14.106573705179283,80.06666666666666,4.23,4.0,8.0,1.0,0.0,Teen
10364,Etrian Odyssey Untold: The Millennium Girl,No Franchise,3DS,2013.0,Role-Playing,Atlus,0.1,0.01,0.14,0.01,12.0,80.0,3.5,2.0,4.0,0.0,2.0,Teen
10365,Stella Glow,No Franchise,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,14.106573705179283,79.0,4.0,0.0,2.0,2.0,0.0,Teen
10366,Shin Megami Tensei: Persona,ShinMegamiTensei,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,9.0,78.0,3.53,5.0,28.0,15.0,5.0,Teen
10367,Dungeon Travelers 2: The Royal Library & The Monster Seal,No Franchise,PSV,2014.0,Role-Playing,Atlus,0.07,0.03,0.05,0.03,14.106573705179283,80.06666666666666,4.0,1.0,0.0,1.0,1.0,Mature
10368,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),ShinMegamiTensei,PS2,2008.0,Role-Playing,Atlus,0.0,0.0,0.17,0.0,14.106573705179283,79.0,4.0,3.0,5.0,0.0,1.0,Mature
10369,Shin Megami Tensei: Devil Summoner - Soul Hackers,ShinMegamiTensei,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,14.106573705179283,74.0,4.39,10.0,12.0,1.0,0.0,Mature
10370,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,ShinMegamiTensei,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,14.106573705179283,79.0,4.0,3.0,5.0,0.0,1.0,Mature
10371,Shin Megami Tensei: Devil Survivor 2,ShinMegamiTensei,3DS,2015.0,Role-Playing,Atlus,0.0,0.03,0.09,0.0,14.106573705179283,80.06666666666666,3.89,3.0,4.0,1.0,1.0,Mature
10372,Gungnir: Mayari no Gunshin to Eiyuu Sensou,No Franchise,PSP,2011.0,Role-Playing,Atlus,0.07,0.0,0.04,0.01,1.0,80.06666666666666,4.0,2.0,2.0,0.0,1.0,Everyone 10+
10373,Etrian Odyssey V,No Franchise,3DS,2016.0,Role-Playing,Atlus,0.0,0.0,0.12,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10374,Thousand Arms,No Franchise,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,14.106573705179283,80.06666666666666,4.0,0.0,2.0,0.0,2.0,Teen
10375,Growlanser Generations,No Franchise,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,14.106573705179283,81.0,4.0,0.0,0.0,0.0,0.0,Teen
10376,Etrian Odyssey II: Heroes of Lagaard,No Franchise,3DS,2014.0,Role-Playing,Atlus,0.0,0.0,0.1,0.0,14.106573705179283,82.0,3.83,1.0,3.0,2.0,0.0,Everyone 10+
10377,Etrian Odyssey 2 Untold: Knight of Fafnir,No Franchise,3DS,2014.0,Role-Playing,Atlus,0.07,0.02,0.0,0.01,14.106573705179283,80.06666666666666,4.0,0.0,1.0,0.0,0.0,Teen
10378,Knights in the Nightmare,No Franchise,PSP,2010.0,Role-Playing,Atlus,0.06,0.0,0.02,0.01,14.106573705179283,76.0,4.0,0.0,2.0,0.0,1.0,Teen
10379,Ogre Battle Series: Tactics Ogre,No Franchise,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01,3.0,80.06666666666666,3.7,0.0,7.0,3.0,0.0,Teen
10380,Majin Tensei,No Franchise,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.08,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10381,Growlanser IV: Over Reloaded,No Franchise,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10382,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,No Franchise,PSP,2010.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10383,Persona 2: Eternal Punishment,Persona,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,14.106573705179283,83.0,4.3,24.0,12.0,5.0,2.0,Teen
10384,Growlanser VI: Precarious World,No Franchise,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10385,Shin Megami Tensei NINE,ShinMegamiTensei,XB,2002.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10386,Nora to Koku no Koubou: Kiri no Mori no Majo,No Franchise,DS,2011.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,14.106573705179283,80.06666666666666,4.0,1.0,0.0,0.0,0.0,Teen
10387,Growlanser,No Franchise,PSP,2009.0,Role-Playing,Atlus,0.0,0.0,0.04,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10388,Gloria Union,No Franchise,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,14.106573705179283,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10389,DemiKids: Dark Version,No Franchise,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,14.106573705179283,80.06666666666666,4.0,1.0,1.0,1.0,0.0,Teen
10390,DemiKids: Light Version,No Franchise,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,14.106573705179283,80.06666666666666,4.0,1.0,1.0,1.0,0.0,Teen
10391,Jinsei Game DS,No Franchise,DS,2006.0,Misc,Atlus,0.0,0.0,0.02,0.0,2.0,80.06666666666666,3.62,5.0,22.0,8.0,4.0,Teen
10392,Trauma Center: Under the Knife 2,No Franchise,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,14.0,79.0,4.17,2.0,3.0,1.0,0.0,Teen
10393,Snowboard Kids,No Franchise,N64,1996.0,Sports,Atlus,0.16,0.04,0.0,0.0,18.57699805068226,80.06666666666666,4.25,5.0,5.0,2.0,0.0,Everyone
10394,Snowboard Kids 2,No Franchise,N64,1999.0,Sports,Atlus,0.09,0.02,0.0,0.0,18.57699805068226,80.06666666666666,4.0,1.0,3.0,0.0,0.0,Everyone
10395,Go! Go! Hypergrind,No Franchise,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,18.57699805068226,80.06666666666666,4.0,0.0,0.0,0.0,1.0,Teen
10396,Pro Fishing Challenge,No Franchise,XB,2004.0,Sports,Atlus,0.02,0.0,0.0,0.0,18.57699805068226,80.06666666666666,4.0,1.0,0.0,0.0,0.0,Teen
10397,Persona 4: Arena,Persona,PS3,2012.0,Fighting,Atlus,0.3,0.12,0.24,0.07,5.0,84.0,3.84,6.0,23.0,6.0,2.0,Teen
10398,Persona 4: Arena Ultimax,Persona,PS3,2014.0,Fighting,Atlus,0.0,0.01,0.13,0.0,3.0,81.0,3.71,10.0,42.0,12.0,6.0,Teen
10399,Persona 4: Arena,Persona,X360,2012.0,Fighting,Atlus,0.08,0.02,0.03,0.01,5.0,84.0,3.84,6.0,23.0,6.0,2.0,Teen
10400,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,No Franchise,PS,1995.0,Fighting,Atlus,0.0,0.0,0.1,0.01,5.588832487309645,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10401,Persona 4: Arena Ultimax,Persona,X360,2014.0,Fighting,Atlus,0.06,0.01,0.0,0.01,3.0,81.0,3.71,10.0,42.0,12.0,6.0,Teen
10402,Kuryuu Youma Gakuenki Recharge,No Franchise,PS2,2006.0,Adventure,Atlus,0.0,0.0,0.03,0.0,5.423611111111111,80.06666666666666,4.0,0.0,0.0,0.0,0.0,Teen
10403,Brigandine: The Legend of Forsena,No Franchise,PS,1998.0,Strategy,Atlus,0.05,0.03,0.0,0.01,4.628205128205129,80.06666666666666,4.0,2.0,1.0,1.0,0.0,Teen
10404,The Adventures of Lomax,No Franchise,PS,1996.0,Platform,Psygnosis,0.01,0.01,0.0,0.0,5.744274809160306,54.5,3.71,0.0,5.0,2.0,0.0,Teen
10405,Destruction Derby 2,DestructionDerby,PS,1996.0,Racing,Psygnosis,0.65,0.44,0.0,0.08,4.0,54.5,3.76,5.0,16.0,6.0,2.0,Teen
10406,Destruction Derby,DestructionDerby,PS,1995.0,Racing,Psygnosis,0.5,0.34,0.0,0.06,7.3578680203045685,54.5,3.95,11.0,22.0,7.0,2.0,Everyone 10+
10407,Formula 1,No Franchise,PS,1996.0,Racing,Psygnosis,0.18,0.12,0.42,0.05,7.3578680203045685,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10408,Formula 1 Championship Edition,No Franchise,PS,1997.0,Racing,Psygnosis,0.06,0.04,0.23,0.02,7.3578680203045685,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10409,WipEout 3,Wipeout,PS,1999.0,Racing,Psygnosis,0.19,0.13,0.0,0.02,2.0,54.5,3.83,0.0,0.0,1.0,1.0,Teen
10410,WipEout XL,Wipeout,PS,1996.0,Racing,Psygnosis,0.14,0.1,0.0,0.02,7.3578680203045685,54.5,3.83,0.0,1.0,0.0,0.0,Teen
10411,Thunder Truck Rally,No Franchise,PS,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,7.3578680203045685,54.5,3.83,0.0,2.0,0.0,0.0,Teen
10412,Codename Tenka,No Franchise,PS,1997.0,Shooter,Psygnosis,0.05,0.03,0.0,0.01,1.0,54.5,3.62,7.0,22.0,12.0,4.0,Mature
10413,DefCon 5,No Franchise,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,5.608695652173913,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10414,Novastorm,No Franchise,PS,1995.0,Shooter,Psygnosis,0.02,0.02,0.0,0.0,5.608695652173913,54.5,3.83,1.0,0.0,1.0,0.0,Teen
10415,WipEout,Wipeout,PS,1995.0,Action,Psygnosis,0.26,0.18,0.0,0.03,8.772424017790957,54.5,3.59,3.0,16.0,5.0,3.0,Teen
10416,Rascal,No Franchise,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,8.772424017790957,54.5,3.83,0.0,1.0,0.0,0.0,Everyone
10417,G-Police,No Franchise,PS,1997.0,Action,Psygnosis,0.13,0.09,0.0,0.02,8.772424017790957,54.5,3.67,0.0,8.0,4.0,0.0,Everyone
10418,Blast Radius,No Franchise,PS,1998.0,Action,Psygnosis,0.04,0.03,0.0,0.0,8.772424017790957,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10419,G-Police: Weapons of Justice,No Franchise,PS,1999.0,Action,Psygnosis,0.03,0.02,0.0,0.0,8.772424017790957,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10420,Rush Hour,No Franchise,PS,1997.0,Misc,Psygnosis,0.02,0.01,0.0,0.0,4.907542579075426,54.5,3.83,0.0,1.0,0.0,0.0,Everyone 10+
10421,Colony Wars,No Franchise,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,6.819383259911894,54.5,3.83,0.0,1.0,1.0,0.0,Teen
10422,Colony Wars: Vengeance,No Franchise,PS,1998.0,Simulation,Psygnosis,0.13,0.09,0.0,0.02,6.819383259911894,54.5,3.83,0.0,1.0,0.0,0.0,Teen
10423,Colony Wars III: Red Sun,No Franchise,PS,2000.0,Simulation,Psygnosis,0.07,0.05,0.0,0.01,6.819383259911894,54.5,3.83,1.0,2.0,0.0,0.0,Teen
10424,Krazy Ivan,No Franchise,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0,6.819383259911894,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10425,Adidas Power Soccer,No Franchise,PS,1996.0,Sports,Psygnosis,0.02,0.01,0.0,0.0,18.57699805068226,54.5,3.83,0.0,0.0,0.0,1.0,Teen
10426,Adidas Power Soccer 98,No Franchise,PS,1998.0,Sports,Psygnosis,0.01,0.01,0.0,0.0,18.57699805068226,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10427,3D Lemmings,No Franchise,PS,1995.0,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,3.5126050420168067,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10428,O.D.T.: Escape... Or Die Trying,No Franchise,PS,1997.0,Adventure,Psygnosis,0.07,0.05,0.0,0.01,5.423611111111111,54.5,3.83,0.0,1.0,0.0,0.0,Teen
10429,Shadow Master,No Franchise,PS,1997.0,Adventure,Psygnosis,0.05,0.04,0.0,0.01,5.423611111111111,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10430,Discworld,No Franchise,PS,1994.0,Adventure,Psygnosis,0.04,0.02,0.0,0.0,5.423611111111111,54.5,3.83,0.0,0.0,0.0,0.0,Teen
10431,Chronicles of the Sword,No Franchise,PS,1996.0,Adventure,Psygnosis,0.03,0.02,0.0,0.0,5.423611111111111,54.5,3.83,0.0,1.0,0.0,0.0,Teen
10432,Dragon's Lair,No Franchise,DS,2010.0,Platform,Destineer,0.02,0.0,0.0,0.0,1.0,54.0,3.62,7.0,20.0,11.0,4.0,Everyone 10+
10433,Indianapolis 500 Legends,Indianapolis500,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,7.3578680203045685,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10434,Indianapolis 500 Legends,Indianapolis500,DS,2007.0,Racing,Destineer,0.08,0.0,0.0,0.01,7.3578680203045685,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10435,Homie Rollerz,No Franchise,DS,2008.0,Racing,Destineer,0.07,0.0,0.0,0.01,7.3578680203045685,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10436,Harley-Davidson: Road Trip,No Franchise,Wii,2010.0,Racing,Destineer,0.04,0.0,0.0,0.0,7.3578680203045685,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10437,Little Red Riding Hood's Zombie BBQ,No Franchise,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,5.608695652173913,54.0,3.5250000000000004,0.0,1.0,0.0,0.0,Everyone 10+
10438,We Wish You A Merry Christmas,No Franchise,Wii,2009.0,Action,Destineer,0.14,0.04,0.0,0.02,8.772424017790957,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10439,Burger Island,No Franchise,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.01,8.772424017790957,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10440,Burger Island,No Franchise,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,8.772424017790957,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10441,Candace Kane's Candy Factory,No Franchise,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,8.772424017790957,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10442,Taito Legends Power Up,No Franchise,PSP,2007.0,Action,Destineer,0.05,0.0,0.0,0.0,8.772424017790957,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10443,Candace Kane's Candy Factory,No Franchise,DS,2008.0,Action,Destineer,0.04,0.0,0.0,0.0,8.772424017790957,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10444,50 Classic Games,No Franchise,DS,2009.0,Misc,Destineer,0.52,0.0,0.0,0.04,4.907542579075426,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10445,Satisfashion,No Franchise,DS,2010.0,Misc,Destineer,0.06,0.0,0.0,0.0,4.907542579075426,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10446,Satisfashion,No Franchise,Wii,2010.0,Misc,Destineer,0.01,0.0,0.0,0.0,4.907542579075426,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10447,Fullmetal Alchemist: Trading Card Game,FullmetalAlchemist,DS,2007.0,Misc,Destineer,0.01,0.0,0.0,0.0,4.907542579075426,54.0,3.5250000000000004,2.0,0.0,0.0,0.0,Everyone 10+
10448,WWII Aces,No Franchise,Wii,2008.0,Simulation,Destineer,0.27,0.0,0.0,0.02,6.819383259911894,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10449,Iron Chef America: Supreme Cuisine,No Franchise,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,6.819383259911894,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10450,Iron Chef America: Supreme Cuisine,No Franchise,Wii,2008.0,Simulation,Destineer,0.16,0.0,0.0,0.01,6.819383259911894,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10451,I Love Puppies,No Franchise,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,2.0,54.0,3.5250000000000004,1.0,1.0,0.0,0.0,Everyone 10+
10452,Fantasy Aquarium World,No Franchise,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,6.819383259911894,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
10453,Western Riding Academy,No Franchise,DS,2010.0,Simulation,Destineer,0.06,0.0,0.0,0.0,6.819383259911894,54.0,3.5250000000000004,0.0,0.0,0.0,0.0,Everyone 10+
