,Name,Franchise,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,playtime,metacritic,rating,exceptional,recommended,meh,skip,esrb_rating
1988,Bee Movie Game,No Franchise,DS,2007.0,Action,Activision,0.41,0.0,0.0,0.03,8.772424017790957,69.38416988416988,3.46,2.0,25.0,4.0,6.0,Everyone
1989,Van Helsing,No Franchise,PS2,2004.0,Action,Activision,0.22,0.17,0.0,0.06,8.772424017790957,64.0,3.83,1.0,3.0,2.0,0.0,Mature
1990,Transformers: Fall of Cybertron,Transformers,X360,2012.0,Action,Activision,0.28,0.13,0.0,0.04,6.0,78.0,3.85,35.0,76.0,27.0,10.0,Teen
1991,007: Quantum of Solace,007,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,2.0,67.0,3.06,5.0,44.0,59.0,23.0,Teen
1992,Barnstorming,No Franchise,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,0.0,1.0,1.0,Teen
1993,How to Train Your Dragon,HowToTrainYourDragon,Wii,2010.0,Action,Activision,0.24,0.15,0.0,0.04,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,1.0,Teen
1994,Bakugan: Battle Brawlers,Bakugan,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,8.772424017790957,62.0,3.76,0.0,13.0,4.0,0.0,Everyone
1995,Skylanders: Trap Team,Skylanders,PS4,2014.0,Action,Activision,0.18,0.17,0.0,0.07,8.772424017790957,69.38416988416988,3.82,2.0,7.0,1.0,1.0,Everyone
1996,X-Men: The Official Game,XMEN,PS2,2006.0,Action,Activision,0.2,0.16,0.0,0.05,8.772424017790957,69.38416988416988,3.31,1.0,21.0,15.0,5.0,Teen
1997,Spider-Man: Web of Shadows,SpiderMan,X360,2008.0,Action,Activision,0.36,0.02,0.0,0.03,1.0,64.0,4.01,51.0,112.0,36.0,4.0,Teen
1998,Transformers: Fall of Cybertron,Transformers,PS3,2012.0,Action,Activision,0.19,0.15,0.0,0.07,6.0,78.0,3.85,35.0,76.0,27.0,10.0,Teen
1999,Minority Report: Everybody Runs,No Franchise,PS2,2002.0,Action,Activision,0.2,0.15,0.0,0.05,8.772424017790957,50.0,3.73,2.0,1.0,2.0,0.0,Teen
2000,WipeOut 3 The Game,Wipeout,Wii,2012.0,Action,Activision,0.38,0.0,0.0,0.03,8.772424017790957,69.38416988416988,3.59,3.0,16.0,5.0,3.0,Teen
2001,Ultimate Spider-Man,SpiderMan,XB,2005.0,Action,Activision,0.26,0.11,0.0,0.02,8.772424017790957,74.0,4.16,76.0,152.0,16.0,7.0,Teen
2002,Skylanders: SuperChargers,Skylanders,PS3,2015.0,Action,Activision,0.15,0.18,0.0,0.06,8.772424017790957,69.38416988416988,3.73,0.0,3.0,2.0,0.0,Everyone 10+
2003,Laser Blast,No Franchise,2600,1981.0,Action,Activision,0.37,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,0.0,2.0,0.0,Teen
2004,Skylanders Giants,Skylanders,WiiU,2012.0,Action,Activision,0.23,0.12,0.0,0.04,8.772424017790957,74.0,3.74,5.0,17.0,7.0,2.0,Everyone 10+
2005,Ice Age: Dawn of the Dinosaurs,IceAge,DS,2009.0,Action,Activision,0.2,0.15,0.0,0.04,8.772424017790957,59.0,3.83,11.0,22.0,10.0,3.0,Everyone 10+
2006,Madagascar: Escape 2 Africa,Madagascar,PS2,2008.0,Action,Activision,0.12,0.0,0.0,0.26,7.0,59.0,3.57,6.0,21.0,17.0,3.0,Everyone 10+
2007,Ultimate Spider-Man,SpiderMan,GC,2005.0,Action,Activision,0.29,0.07,0.0,0.01,8.772424017790957,74.0,4.16,76.0,152.0,16.0,7.0,Teen
2008,Spider-Man: Friend or Foe,SpiderMan,PS2,2007.0,Action,Activision,0.31,0.01,0.0,0.05,8.772424017790957,60.0,3.1,6.0,41.0,42.0,21.0,Everyone 10+
2009,Transformers: Dark of the Moon,Transformers,PS3,2011.0,Action,Activision,0.11,0.19,0.0,0.07,8.772424017790957,49.0,3.71,0.0,5.0,2.0,0.0,Teen
2010,Spider-Man: Shattered Dimensions,SpiderMan,X360,2010.0,Action,Activision,0.24,0.09,0.0,0.03,2.0,73.0,3.86,45.0,138.0,45.0,11.0,Teen
2011,Disney's Tarzan: Return to the Jungle,Disney,GBA,2002.0,Action,Activision,0.25,0.09,0.0,0.01,8.772424017790957,68.0,3.73,0.0,1.0,1.0,0.0,Everyone
2012,Skylanders: Trap Team,Skylanders,XOne,2014.0,Action,Activision,0.25,0.07,0.0,0.03,8.772424017790957,69.38416988416988,3.82,2.0,7.0,1.0,1.0,Everyone
2013,Freeway,No Franchise,2600,1980.0,Action,Activision,0.32,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,1.0,Teen
2014,Frostbite,No Franchise,2600,1983.0,Action,Activision,0.32,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,3.0,0.0,0.0,Teen
2015,Bee Movie Game,No Franchise,Wii,2007.0,Action,Activision,0.31,0.01,0.0,0.03,8.772424017790957,69.38416988416988,3.46,2.0,25.0,4.0,6.0,Everyone
2016,Shrek SuperSlam,Shrek,GBA,2005.0,Action,Activision,0.24,0.09,0.0,0.01,8.772424017790957,69.38416988416988,3.41,6.0,17.0,7.0,7.0,Teen
2017,Shrek the Third,Shrek,PSP,2007.0,Action,Activision,0.08,0.15,0.0,0.09,8.772424017790957,58.0,3.22,5.0,16.0,27.0,7.0,Everyone 10+
2018,Blade II,No Franchise,PS2,2002.0,Action,Activision,0.15,0.12,0.0,0.04,8.772424017790957,69.38416988416988,3.43,0.0,3.0,4.0,0.0,Mature
2019,Monsters vs. Aliens,MonstersVSAliens,PS3,2009.0,Action,Activision,0.21,0.06,0.0,0.03,8.772424017790957,69.38416988416988,3.7,1.0,5.0,4.0,0.0,Everyone 10+
2020,Ultimate Spider-Man,SpiderMan,GBA,2005.0,Action,Activision,0.22,0.08,0.0,0.01,8.772424017790957,74.0,4.16,76.0,152.0,16.0,7.0,Teen
2021,Skylanders: SuperChargers,Skylanders,PS4,2015.0,Action,Activision,0.17,0.08,0.0,0.05,8.772424017790957,69.38416988416988,3.73,0.0,3.0,2.0,0.0,Everyone 10+
2022,Spider-Man: Friend or Foe,SpiderMan,X360,2007.0,Action,Activision,0.26,0.02,0.0,0.02,8.772424017790957,60.0,3.1,6.0,41.0,42.0,21.0,Everyone 10+
2023,Shark Tale,No Franchise,GC,2004.0,Action,Activision,0.23,0.06,0.0,0.01,8.772424017790957,69.0,3.45,1.0,25.0,12.0,4.0,Everyone
2024,Dolphin,No Franchise,2600,1983.0,Action,Activision,0.27,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2025,Transformers: Dark of the Moon,Transformers,X360,2011.0,Action,Activision,0.13,0.13,0.0,0.03,8.772424017790957,49.0,3.71,0.0,5.0,2.0,0.0,Teen
2026,Shrek the Third,Shrek,Wii,2007.0,Action,Activision,0.26,0.01,0.0,0.02,8.772424017790957,58.0,3.22,5.0,16.0,27.0,7.0,Everyone 10+
2027,Kung Zhu,No Franchise,DS,2010.0,Action,Activision,0.26,0.0,0.0,0.02,8.772424017790957,69.38416988416988,3.73,0.0,1.0,0.0,0.0,Teen
2028,Ice Age: Dawn of the Dinosaurs,IceAge,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.03,8.772424017790957,59.0,3.83,11.0,22.0,10.0,3.0,Everyone 10+
2029,X-Men: Reign of Apocalypse,XMEN,GBA,2001.0,Action,Activision,0.2,0.08,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,1.0,0.0,1.0,Teen
2030,Fantastic 4: Flame On,No Franchise,GBA,2005.0,Action,Activision,0.2,0.08,0.0,0.01,5.0,69.38416988416988,3.18,2.0,4.0,2.0,3.0,Teen
2031,Transformers: Cybertron Adventures,Transformers,Wii,2010.0,Action,Activision,0.15,0.1,0.0,0.03,6.0,78.0,3.85,35.0,76.0,27.0,10.0,Teen
2032,Indiana Jones and the Staff of Kings,IndianaJones,PS2,2009.0,Action,Activision,0.11,0.01,0.0,0.16,8.772424017790957,55.0,3.67,1.0,6.0,1.0,1.0,Teen
2033,True Crime: New York City,TrueCrime,XB,2005.0,Action,Activision,0.21,0.06,0.0,0.01,1.0,60.0,3.73,8.0,63.0,22.0,4.0,Teen
2034,Deadpool,No Franchise,PS4,2015.0,Action,Activision,0.13,0.1,0.0,0.05,5.0,63.0,3.75,64.0,329.0,141.0,21.0,Adults Only
2035,Spider-Man: Web of Shadows,SpiderMan,PS3,2008.0,Action,Activision,0.2,0.04,0.0,0.03,1.0,64.0,4.01,51.0,112.0,36.0,4.0,Teen
2036,Angry Birds Trilogy,AngryBirds,X360,2012.0,Action,Activision,0.18,0.06,0.0,0.02,8.772424017790957,64.0,3.42,2.0,15.0,17.0,2.0,Everyone 10+
2037,Skylanders: SuperChargers,Skylanders,Wii,2015.0,Action,Activision,0.05,0.19,0.0,0.02,8.772424017790957,69.38416988416988,3.73,0.0,3.0,2.0,0.0,Everyone 10+
2038,Skylanders: Trap Team,Skylanders,3DS,2014.0,Action,Activision,0.14,0.1,0.0,0.02,8.772424017790957,69.38416988416988,3.82,2.0,7.0,1.0,1.0,Everyone
2039,Indiana Jones and the Staff of Kings,IndianaJones,DS,2009.0,Action,Activision,0.17,0.07,0.0,0.02,8.772424017790957,55.0,3.67,1.0,6.0,1.0,1.0,Teen
2040,Nightmare Creatures,No Franchise,N64,1996.0,Action,Activision,0.21,0.05,0.0,0.0,8.772424017790957,69.38416988416988,3.97,10.0,17.0,2.0,3.0,Teen
2041,Indiana Jones and the Staff of Kings,IndianaJones,PSP,2009.0,Action,Activision,0.11,0.1,0.0,0.06,8.772424017790957,55.0,3.67,1.0,6.0,1.0,1.0,Teen
2042,Monsters vs. Aliens,MonstersVSAliens,Wii,2009.0,Action,Activision,0.14,0.09,0.0,0.03,8.772424017790957,69.38416988416988,3.7,1.0,5.0,4.0,0.0,Everyone 10+
2043,Madagascar: Escape 2 Africa,Madagascar,X360,2008.0,Action,Activision,0.12,0.1,0.0,0.03,7.0,59.0,3.57,6.0,21.0,17.0,3.0,Everyone 10+
2044,Spider-Man: Web of Shadows,SpiderMan,Wii,2008.0,Action,Activision,0.22,0.01,0.0,0.02,1.0,64.0,4.01,51.0,112.0,36.0,4.0,Teen
2045,Spider-Man: Edge of Time,SpiderMan,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,8.772424017790957,55.0,3.52,2.0,26.0,15.0,3.0,Teen
2046,X-Men Origins: Wolverine,XMEN,Wii,2009.0,Action,Activision,0.19,0.04,0.0,0.02,5.0,75.0,4.02,44.0,133.0,30.0,3.0,Teen
2047,Bakugan: Battle Brawlers,Bakugan,X360,2009.0,Action,Activision,0.2,0.02,0.0,0.02,8.772424017790957,62.0,3.76,0.0,13.0,4.0,0.0,Everyone
2048,Spider-Man: Shattered Dimensions,SpiderMan,Wii,2010.0,Action,Activision,0.13,0.09,0.0,0.02,2.0,73.0,3.86,45.0,138.0,45.0,11.0,Teen
2049,Bakugan: Battle Brawlers,Bakugan,PS3,2009.0,Action,Activision,0.19,0.03,0.0,0.02,8.772424017790957,62.0,3.76,0.0,13.0,4.0,0.0,Everyone
2050,Rampage,Rampage,2600,1988.0,Action,Activision,0.22,0.01,0.0,0.0,8.772424017790957,69.38416988416988,3.5,0.0,13.0,3.0,2.0,Teen
2051,Madagascar: Escape 2 Africa,Madagascar,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.04,7.0,59.0,3.57,6.0,21.0,17.0,3.0,Everyone 10+
2052,Skylanders: SuperChargers,Skylanders,XOne,2015.0,Action,Activision,0.16,0.05,0.0,0.02,8.772424017790957,69.38416988416988,3.73,0.0,3.0,2.0,0.0,Everyone 10+
2053,Spider-Man: Edge of Time,SpiderMan,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,8.772424017790957,55.0,3.52,2.0,26.0,15.0,3.0,Teen
2054,Transformers: Devastation,Transformers,PS4,2015.0,Action,Activision,0.1,0.08,0.0,0.04,3.0,75.0,3.16,16.0,84.0,85.0,40.0,Teen
2055,Shrek SuperSlam,Shrek,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,8.772424017790957,69.38416988416988,3.41,6.0,17.0,7.0,7.0,Teen
2056,Transformers: Dark of the Moon,Transformers,3DS,2011.0,Action,Activision,0.16,0.04,0.0,0.02,8.772424017790957,49.0,3.71,0.0,5.0,2.0,0.0,Teen
2057,Tenchu: Return From Darkness,No Franchise,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,8.772424017790957,70.0,3.73,0.0,1.0,0.0,1.0,Mature
2058,WipeOut 3 The Game,Wipeout,X360,2012.0,Action,Activision,0.2,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.59,3.0,16.0,5.0,3.0,Teen
2059,Spider-Man: Web of Shadows,SpiderMan,PS2,2008.0,Action,Activision,0.1,0.08,0.0,0.03,1.0,64.0,4.01,51.0,112.0,36.0,4.0,Teen
2060,The Amazing Spider-Man (Console Version),SpiderMan,DS,2012.0,Action,Activision,0.15,0.04,0.0,0.01,9.0,64.0,3.33,14.0,85.0,89.0,22.0,Teen
2061,Shark Tale,No Franchise,XB,2004.0,Action,Activision,0.15,0.04,0.0,0.01,8.772424017790957,69.0,3.45,1.0,25.0,12.0,4.0,Everyone
2062,X-Men Origins: Wolverine,XMEN,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.02,5.0,75.0,4.02,44.0,133.0,30.0,3.0,Teen
2063,WipeOut 3 The Game,Wipeout,3DS,2012.0,Action,Activision,0.18,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.59,3.0,16.0,5.0,3.0,Teen
2064,Ice Age: Dawn of the Dinosaurs,IceAge,PS3,2009.0,Action,Activision,0.13,0.04,0.0,0.02,8.772424017790957,59.0,3.83,11.0,22.0,10.0,3.0,Everyone 10+
2065,X-Men Origins: Wolverine,XMEN,PSP,2009.0,Action,Activision,0.13,0.03,0.0,0.03,5.0,75.0,4.02,44.0,133.0,30.0,3.0,Teen
2066,Chaotic: Shadow Warriors,No Franchise,Wii,2009.0,Action,Activision,0.18,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,1.0,1.0,Teen
2067,Spider-Man: Shattered Dimensions,SpiderMan,DS,2010.0,Action,Activision,0.17,0.01,0.0,0.01,2.0,73.0,3.86,45.0,138.0,45.0,11.0,Teen
2068,The Amazing Spider-Man (Console Version),SpiderMan,3DS,2012.0,Action,Activision,0.15,0.03,0.0,0.01,9.0,64.0,3.33,14.0,85.0,89.0,22.0,Teen
2069,Monsters vs. Aliens,MonstersVSAliens,PS2,2009.0,Action,Activision,0.11,0.0,0.0,0.08,8.772424017790957,69.38416988416988,3.7,1.0,5.0,4.0,0.0,Everyone 10+
2070,Jackie Chan Adventures: Legend of the Dark Hand,No Franchise,GBA,2001.0,Action,Activision,0.13,0.05,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2071,Ty the Tasmanian Tiger 3: Night of the Quinkan,TyTheTasmanianTiger,PS2,2005.0,Action,Activision,0.09,0.07,0.0,0.02,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,0.0,Teen
2072,Chaotic: Shadow Warriors,No Franchise,DS,2009.0,Action,Activision,0.17,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,1.0,1.0,Teen
2073,How to Train Your Dragon,HowToTrainYourDragon,PS3,2010.0,Action,Activision,0.12,0.04,0.0,0.02,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,1.0,Teen
2074,X-Men Origins: Wolverine,XMEN,PS2,2009.0,Action,Activision,0.13,0.0,0.0,0.05,5.0,75.0,4.02,44.0,133.0,30.0,3.0,Teen
2075,Shrek SuperSlam,Shrek,DS,2005.0,Action,Activision,0.17,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.41,6.0,17.0,7.0,7.0,Teen
2076,Spider-Man: Friend or Foe,SpiderMan,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.01,8.772424017790957,60.0,3.1,6.0,41.0,42.0,21.0,Everyone 10+
2077,Van Helsing,No Franchise,XB,2007.0,Action,Activision,0.13,0.04,0.0,0.01,8.772424017790957,64.0,3.83,1.0,3.0,2.0,0.0,Mature
2078,Transformers: Dark of the Moon,Transformers,Wii,2011.0,Action,Activision,0.1,0.07,0.0,0.02,8.772424017790957,49.0,3.71,0.0,5.0,2.0,0.0,Teen
2079,X-Men: The Official Game,XMEN,X360,2006.0,Action,Activision,0.16,0.01,0.0,0.01,8.772424017790957,69.38416988416988,3.31,1.0,21.0,15.0,5.0,Teen
2080,True Crime: New York City,TrueCrime,GC,2005.0,Action,Activision,0.13,0.03,0.0,0.0,1.0,60.0,3.73,8.0,63.0,22.0,4.0,Teen
2081,Ice Age: Dawn of the Dinosaurs,IceAge,PS2,2009.0,Action,Activision,0.08,0.07,0.0,0.02,8.772424017790957,59.0,3.83,11.0,22.0,10.0,3.0,Everyone 10+
2082,Bee Movie Game,No Franchise,X360,2007.0,Action,Activision,0.16,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.46,2.0,25.0,4.0,6.0,Everyone
2083,Transformers: Prime,Transformers,3DS,2012.0,Action,Activision,0.13,0.03,0.0,0.01,3.0,75.0,3.16,16.0,84.0,85.0,40.0,Teen
2084,Monsters vs. Aliens,MonstersVSAliens,X360,2009.0,Action,Activision,0.12,0.03,0.0,0.01,8.772424017790957,69.38416988416988,3.7,1.0,5.0,4.0,0.0,Everyone 10+
2085,Bakugan Battle Brawlers: Defenders of the Core,Bakugan,Wii,2010.0,Action,Activision,0.15,0.01,0.0,0.01,8.772424017790957,56.0,3.73,0.0,0.0,0.0,0.0,Everyone 10+
2086,TransFormers Animated: The Game,Transformers,DS,2008.0,Action,Activision,0.15,0.01,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,0.0,Teen
2087,Bakugan Battle Brawlers: Defenders of the Core,Bakugan,PS3,2010.0,Action,Activision,0.14,0.01,0.0,0.02,8.772424017790957,56.0,3.73,0.0,0.0,0.0,0.0,Everyone 10+
2088,Chaotic: Shadow Warriors,No Franchise,PS3,2009.0,Action,Activision,0.15,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,1.0,1.0,Teen
2089,Spider-Man: Web of Shadows - Amazing Allies Edition,SpiderMan,PSP,2008.0,Action,Activision,0.12,0.02,0.0,0.02,1.0,64.0,4.01,51.0,112.0,36.0,4.0,Teen
2090,The Amazing Spider-Man (Console Version),SpiderMan,Wii,2012.0,Action,Activision,0.11,0.04,0.0,0.01,9.0,64.0,3.33,14.0,85.0,89.0,22.0,Teen
2091,Angry Birds Trilogy,AngryBirds,PS3,2012.0,Action,Activision,0.12,0.02,0.0,0.02,8.772424017790957,64.0,3.42,2.0,15.0,17.0,2.0,Everyone 10+
2092,Space Camp,No Franchise,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2093,Ultimate Spider-Man,SpiderMan,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,8.772424017790957,74.0,4.16,76.0,152.0,16.0,7.0,Teen
2094,Chaotic: Shadow Warriors,No Franchise,X360,2009.0,Action,Activision,0.14,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,1.0,1.0,Teen
2095,Pressure Cooker,No Franchise,2600,1982.0,Action,Activision,0.14,0.01,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2096,Disney's The Lion King: Simba's Mighty Adventure,Disney,PS,2000.0,Action,Activision,0.08,0.06,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,2.0,1.0,2.0,Teen
2097,GoldenEye 007 (2010),007,DS,2010.0,Action,Activision,0.11,0.03,0.0,0.01,8.772424017790957,81.0,3.58,3.0,9.0,5.0,2.0,Teen
2098,Spider-Man: Friend or Foe,SpiderMan,Wii,2007.0,Action,Activision,0.13,0.01,0.0,0.01,8.772424017790957,60.0,3.1,6.0,41.0,42.0,21.0,Everyone 10+
2099,Bakugan Battle Brawlers: Defenders of the Core,Bakugan,PSP,2010.0,Action,Activision,0.09,0.04,0.0,0.03,8.772424017790957,56.0,3.73,0.0,0.0,0.0,0.0,Everyone 10+
2100,T'ai Fu: Wrath of the Tiger,No Franchise,PS,1998.0,Action,Activision,0.08,0.06,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,2.0,0.0,1.0,Everyone 10+
2101,X-Men: The Official Game,XMEN,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,8.772424017790957,69.38416988416988,3.31,1.0,21.0,15.0,5.0,Teen
2102,Bakugan Battle Brawlers: Defenders of the Core,Bakugan,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,8.772424017790957,56.0,3.73,0.0,0.0,0.0,0.0,Everyone 10+
2103,Moshi Monsters: Katsuma Unleashed,No Franchise,DS,2013.0,Action,Activision,0.0,0.13,0.0,0.02,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2104,Spider-Man: Edge of Time,SpiderMan,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.01,8.772424017790957,55.0,3.52,2.0,26.0,15.0,3.0,Teen
2105,How to Train Your Dragon,HowToTrainYourDragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,1.0,Teen
2106,Skylanders Giants,Skylanders,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,8.772424017790957,74.0,3.74,5.0,17.0,7.0,2.0,Everyone 10+
2107,Transformers: Prime,Transformers,WiiU,2012.0,Action,Activision,0.09,0.03,0.0,0.01,3.0,75.0,3.16,16.0,84.0,85.0,40.0,Teen
2108,007: Quantum of Solace,007,DS,2008.0,Action,Activision,0.11,0.01,0.0,0.01,2.0,67.0,3.06,5.0,44.0,59.0,23.0,Teen
2109,Blade II,No Franchise,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,8.772424017790957,69.38416988416988,3.43,0.0,3.0,4.0,0.0,Mature
2110,Transformers: Devastation,Transformers,XOne,2015.0,Action,Activision,0.09,0.03,0.0,0.01,3.0,75.0,3.16,16.0,84.0,85.0,40.0,Teen
2111,WipeOut 3 The Game,Wipeout,WiiU,2012.0,Action,Activision,0.12,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.59,3.0,16.0,5.0,3.0,Teen
2112,Space Camp,No Franchise,Wii,2009.0,Action,Activision,0.12,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2113,Bakugan: Battle Trainer,Bakugan,DS,2010.0,Action,Activision,0.12,0.0,0.0,0.01,8.772424017790957,62.0,3.76,0.0,13.0,4.0,0.0,Everyone
2114,Transformers: War for Cybertron -- Decepticons,Transformers,DS,2010.0,Action,Activision,0.11,0.01,0.0,0.01,2.0,75.0,3.69,23.0,95.0,44.0,11.0,Teen
2115,Ice Age: Dawn of the Dinosaurs,IceAge,X360,2009.0,Action,Activision,0.09,0.03,0.0,0.01,8.772424017790957,59.0,3.83,11.0,22.0,10.0,3.0,Everyone 10+
2116,Spider-Man: Edge of Time,SpiderMan,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,8.772424017790957,55.0,3.52,2.0,26.0,15.0,3.0,Teen
2117,Deadpool,No Franchise,XOne,2015.0,Action,Activision,0.08,0.03,0.0,0.01,5.0,63.0,3.75,64.0,329.0,141.0,21.0,Adults Only
2118,Skylanders: SuperChargers,Skylanders,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,3.0,2.0,0.0,Everyone 10+
2119,XXX,No Franchise,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Teen
2120,Transformers: Devastation,Transformers,PS3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,3.0,75.0,3.16,16.0,84.0,85.0,40.0,Teen
2121,X-Men: The Official Game,XMEN,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.31,1.0,21.0,15.0,5.0,Teen
2122,Hot Wheels Ultimate Racing,HotWheels,PSP,2007.0,Action,Activision,0.09,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,1.0,0.0,0.0,1.0,Teen
2123,X-Men: The Official Game,XMEN,XB,2006.0,Action,Activision,0.08,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.31,1.0,21.0,15.0,5.0,Teen
2124,Minority Report: Everybody Runs,No Franchise,GC,2002.0,Action,Activision,0.08,0.02,0.0,0.0,8.772424017790957,50.0,3.73,2.0,1.0,2.0,0.0,Teen
2125,[Prototype 2],No Franchise,PC,2012.0,Action,Activision,0.07,0.02,0.0,0.01,3.0,79.0,3.79,138.0,590.0,254.0,33.0,Mature
2126,Van Helsing,No Franchise,GBA,2004.0,Action,Activision,0.07,0.03,0.0,0.0,8.772424017790957,64.0,3.83,1.0,3.0,2.0,0.0,Mature
2127,Bee Movie Game,No Franchise,PS2,2007.0,Action,Activision,0.05,0.04,0.0,0.01,8.772424017790957,69.38416988416988,3.46,2.0,25.0,4.0,6.0,Everyone
2128,Spider-Man: Web of Shadows,SpiderMan,DS,2008.0,Action,Activision,0.09,0.0,0.0,0.01,1.0,64.0,4.01,51.0,112.0,36.0,4.0,Teen
2129,Generator Rex: Agent of Providence,No Franchise,3DS,2011.0,Action,Activision,0.07,0.02,0.0,0.01,8.772424017790957,69.38416988416988,3.73,2.0,1.0,0.0,0.0,Teen
2130,Skylanders: Spyro's Adventure,Skylanders,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,8.772424017790957,79.0,3.34,4.0,15.0,14.0,5.0,Everyone 10+
2131,Minority Report: Everybody Runs,No Franchise,XB,2002.0,Action,Activision,0.07,0.02,0.0,0.0,8.772424017790957,50.0,3.73,2.0,1.0,2.0,0.0,Teen
2132,The Voice,No Franchise,WiiU,2014.0,Action,Activision,0.08,0.0,0.0,0.01,8.772424017790957,69.38416988416988,3.73,0.0,0.0,0.0,0.0,Everyone 10+
2133,The Amazing Spider-Man (Console Version),SpiderMan,WiiU,2013.0,Action,Activision,0.05,0.03,0.0,0.01,9.0,64.0,3.33,14.0,85.0,89.0,22.0,Teen
2134,Generator Rex: Agent of Providence,No Franchise,Wii,2011.0,Action,Activision,0.07,0.01,0.0,0.01,8.772424017790957,69.38416988416988,3.73,2.0,1.0,0.0,0.0,Teen
2135,Transformers: Devastation,Transformers,X360,2015.0,Action,Activision,0.06,0.02,0.0,0.01,3.0,75.0,3.16,16.0,84.0,85.0,40.0,Teen
2136,Shrek SuperSlam,Shrek,XB,2005.0,Action,Activision,0.07,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.41,6.0,17.0,7.0,7.0,Teen
2137,Spider-Man: Edge of Time,SpiderMan,Wii,2011.0,Action,Activision,0.06,0.02,0.0,0.01,8.772424017790957,55.0,3.52,2.0,26.0,15.0,3.0,Teen
2138,Ty the Tasmanian Tiger 3: Night of the Quinkan,TyTheTasmanianTiger,GC,2005.0,Action,Activision,0.07,0.02,0.0,0.0,8.772424017790957,69.38416988416988,3.73,0.0,1.0,1.0,0.0,Teen
